Curso;Unidade Curricular;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Características da sala pedida para a aula;Sala atribuída à aula
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Qua;09:30:00;11:00:00;14/09/2022;Sala de Aulas normal;2E05
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;25/11/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;18/11/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;11/11/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;04/11/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;28/10/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;21/10/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;14/10/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;07/10/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;30/09/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;23/09/2022;Sala de Aulas normal;AA3.29
LE, LPES;Economia e Políticas de Desenvolvimento;L0247TP03;EC2, EC3.1;35;Sex;09:30:00;11:00:00;16/09/2022;Sala de Aulas normal;AA3.29
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sáb;09:00:00;11:00:00;10/09/2022;Sala/anfiteatro aulas;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sex;17:30:00;19:30:00;09/09/2022;Sala/anfiteatro aulas;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sáb;11:00:00;13:00:00;08/10/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sáb;11:00:00;13:00:00;24/09/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sáb;11:00:00;13:00:00;03/09/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sáb;11:00:00;13:00:00;01/10/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sex;19:30:00;21:30:00;09/12/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sex;17:30:00;19:30:00;09/12/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sex;19:30:00;21:30:00;18/11/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sex;19:30:00;21:30:00;23/09/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sex;19:30:00;21:30:00;16/09/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sex;19:30:00;21:30:00;02/09/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sáb;09:00:00;11:00:00;26/11/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sáb;09:00:00;11:00:00;29/10/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sex;17:30:00;19:30:00;25/11/2022;Sala Aulas Mestrado;C4.06
MMF;Investimentos Financeiros (Mf);M7600TP01;MMFA1;25;Sex;17:30:00;19:30:00;30/09/2022;Sala Aulas Mestrado;C4.06
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;09:30:00;11:00:00;18/11/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;09:30:00;11:00:00;11/11/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;09:30:00;11:00:00;04/11/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;09:30:00;11:00:00;28/10/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;09:30:00;11:00:00;21/10/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;09:30:00;11:00:00;14/10/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;09:30:00;11:00:00;07/10/2022;Sala de Aulas normal;
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;09:30:00;11:00:00;30/09/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;09:30:00;11:00:00;23/09/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;09:30:00;11:00:00;16/09/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;08:00:00;09:30:00;18/11/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;08:00:00;09:30:00;11/11/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;08:00:00;09:30:00;04/11/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;08:00:00;09:30:00;28/10/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;08:00:00;09:30:00;21/10/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;08:00:00;09:30:00;14/10/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;08:00:00;09:30:00;07/10/2022;Sala de Aulas normal;
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;08:00:00;09:30:00;30/09/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;08:00:00;09:30:00;23/09/2022;Sala de Aulas normal;C4.08
LGRH;Comunicação Organizacional;02430TP02;GRHC2;29;Sex;08:00:00;09:30:00;16/09/2022;Sala de Aulas normal;C4.08
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;09/12/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;02/12/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;25/11/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;18/11/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;11/11/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;28/10/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;21/10/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;14/10/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;07/10/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;30/09/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;23/09/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;13:00:00;14:30:00;16/09/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;09/12/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;02/12/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;25/11/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;18/11/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;11/11/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;28/10/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;21/10/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;14/10/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;07/10/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;30/09/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;23/09/2022;Laboratório de Informática;D1.12
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Bases de Dados;03724PL07;ET-B8, ET-B7, ET-B6, ET-B5;35;Sex;14:30:00;16:00:00;16/09/2022;Laboratório de Informática;D1.12
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;09/12/2022;Sala/anfiteatro aulas;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;25/11/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;18/11/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;11/11/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;04/11/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;28/10/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;21/10/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;14/10/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;07/10/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;30/09/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Sex;09:30:00;11:00:00;23/09/2022;Sala de Aulas normal;Auditório 4
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;13/12/2022;Sala/anfiteatro aulas;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;06/12/2022;Sala de Aulas normal;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;29/11/2022;Sala de Aulas normal;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;22/11/2022;Sala de Aulas normal;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;15/11/2022;Sala de Aulas normal;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;08/11/2022;Sala de Aulas normal;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;25/10/2022;Sala de Aulas normal;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;18/10/2022;Sala de Aulas normal;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;11/10/2022;Sala de Aulas normal;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;04/10/2022;Sala de Aulas normal;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;27/09/2022;Sala de Aulas normal;C6.02
LE;Informática para Economistas;04041PL03;EA2;32;Ter;11:00:00;12:30:00;20/09/2022;Sala de Aulas normal;C6.02
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;07/12/2022;Sala de Aulas normal;C4.08
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;30/11/2022;Sala de Aulas normal;C4.08
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;23/11/2022;Sala de Aulas normal;C4.08
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;16/11/2022;Sala de Aulas normal;C4.08
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;09/11/2022;Sala de Aulas normal;C4.08
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;02/11/2022;Sala de Aulas normal;C4.08
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;26/10/2022;Sala de Aulas normal;C4.08
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;19/10/2022;Sala de Aulas normal;C4.08
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;12/10/2022;Sala de Aulas normal;C4.08
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;28/09/2022;Sala de Aulas normal;C4.08
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;21/09/2022;Sala de Aulas normal;
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T03;IGE-PL-C2, IGE-PL-C1;35;Qua;19:30:00;21:00:00;14/09/2022;Sala de Aulas normal;
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;11:00:00;12:30:00;27/10/2022;Sala/anfiteatro aulas;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;11:00:00;12:30:00;20/10/2022;Sala de Aulas normal;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;11:00:00;12:30:00;13/10/2022;Sala de Aulas normal;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;11:00:00;12:30:00;06/10/2022;Sala de Aulas normal;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;11:00:00;12:30:00;29/09/2022;Sala de Aulas normal;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;11:00:00;12:30:00;22/09/2022;Sala de Aulas normal;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;09:30:00;11:00:00;27/10/2022;Sala/anfiteatro aulas;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;09:30:00;11:00:00;20/10/2022;Sala de Aulas normal;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;09:30:00;11:00:00;13/10/2022;Sala de Aulas normal;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;09:30:00;11:00:00;06/10/2022;Sala de Aulas normal;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;09:30:00;11:00:00;29/09/2022;Sala de Aulas normal;C6.07
LP;Psicometria;L5239TP04;PC3, PC1;51;Qui;09:30:00;11:00:00;22/09/2022;Sala de Aulas normal;C6.07
CT;Organização Pessoal e Gestão do Tempo;00676TP02;CI-CT-02;31;Sex;11:00:00;12:30:00;04/11/2022;Sala de Aulas normal;1E07
CT;Organização Pessoal e Gestão do Tempo;00676TP02;CI-CT-02;31;Sex;11:00:00;12:30:00;28/10/2022;Sala de Aulas normal;1E07
CT;Organização Pessoal e Gestão do Tempo;00676TP02;CI-CT-02;31;Sex;11:00:00;12:30:00;21/10/2022;Sala de Aulas normal;1E07
CT;Organização Pessoal e Gestão do Tempo;00676TP02;CI-CT-02;31;Sex;11:00:00;12:30:00;14/10/2022;Sala de Aulas normal;1E07
CT;Organização Pessoal e Gestão do Tempo;00676TP02;CI-CT-02;31;Sex;11:00:00;12:30:00;07/10/2022;Sala de Aulas normal;1E07
DCCo;Seminário de Projecto em Ciências da Comunicação;01703PL01;DCCo-A1;25;Qui;18:00:00;20:00:00;03/11/2022;Sala Aulas Mestrado;AA3.40
DCCo;Seminário de Projecto em Ciências da Comunicação;01703PL01;DCCo-A1;25;Qui;18:00:00;20:00:00;27/10/2022;Sala de Aulas normal;AA3.40
DCCo;Seminário de Projecto em Ciências da Comunicação;01703PL01;DCCo-A1;25;Qui;18:00:00;20:00:00;20/10/2022;Sala de Aulas normal;AA3.40
DCCo;Seminário de Projecto em Ciências da Comunicação;01703PL01;DCCo-A1;25;Qui;18:00:00;19:00:00;06/10/2022;Sala Aulas Mestrado;AA3.40
CT;Gestão de Stress;03562TP03;CI-CT-03;26;Seg;14:00:00;16:00:00;05/12/2022;Sala de Aulas normal;1E04
CT;Gestão de Stress;03562TP03;CI-CT-03;26;Seg;14:00:00;16:00:00;28/11/2022;Sala de Aulas normal;1E04
CT;Gestão de Stress;03562TP03;CI-CT-03;26;Seg;14:00:00;16:00:00;21/11/2022;Sala de Aulas normal;1E04
CT;Gestão de Stress;03562TP03;CI-CT-03;26;Seg;14:00:00;16:00:00;14/11/2022;Sala de Aulas normal;1E04
CT;Gestão de Stress;03562TP03;CI-CT-03;26;Seg;14:00:00;16:00:00;07/11/2022;Sala de Aulas normal;1E04
CT;Gestão de Stress;03562TP03;CI-CT-03;26;Seg;14:00:00;16:00:00;31/10/2022;Sala de Aulas normal;1E04
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399T02;LMATD-A1;0;Qua;14:00:00;17:00:00;02/11/2022;Não necessita de sala;
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399T02;LMATD-A1;0;Qua;14:00:00;17:00:00;26/10/2022;Não necessita de sala;
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399T02;LMATD-A1;0;Qua;14:00:00;17:00:00;19/10/2022;Não necessita de sala;
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399T02;LMATD-A1;0;Qua;14:00:00;17:00:00;12/10/2022;Não necessita de sala;
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399T02;LMATD-A1;0;Qua;14:00:00;17:00:00;28/09/2022;Não necessita de sala;
LDSA, LMATD, LTDA, LTDG, LTDIA, LTDSAU, LTDSEG;Trabalho e Emprego na Sociedade Digital;04399T02;LMATD-A1;0;Qua;14:00:00;17:00:00;21/09/2022;Não necessita de sala;
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;25/11/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;18/11/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;11/11/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;04/11/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;28/10/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;21/10/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;14/10/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;07/10/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;30/09/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;23/09/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Sex;11:00:00;12:30:00;16/09/2022;Sala de Aulas normal;C5.02
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;28/11/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;21/11/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;14/11/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;07/11/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;31/10/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;24/10/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;17/10/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;10/10/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;03/10/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;26/09/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;19/09/2022;Sala de Aulas normal;C2.01
LGM;Gestão de Vendas;L1828TP02;GMKC2;34;Seg;11:00:00;12:30:00;12/09/2022;Sala de Aulas normal;C2.01
LCP;História Política Contemporânea de Portugal;02033TP01;CPB2, CPB1;40;Ter;16:00:00;17:30:00;06/12/2022;Sala de Aulas normal;C5.06
LCP;História Política Contemporânea de Portugal;02033TP01;CPB2, CPB1;40;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;C5.06
LCP;História Política Contemporânea de Portugal;02033TP01;CPB2, CPB1;40;Ter;16:00:00;17:30:00;22/11/2022;Sala de Aulas normal;C5.06
LCP;História Política Contemporânea de Portugal;02033TP01;CPB2, CPB1;40;Ter;16:00:00;17:30:00;15/11/2022;Sala de Aulas normal;C5.06
LCP;História Política Contemporânea de Portugal;02033TP01;CPB2, CPB1;40;Ter;16:00:00;17:30:00;08/11/2022;Sala de Aulas normal;
LCP;História Política Contemporânea de Portugal;02033TP01;CPB2, CPB1;40;Ter;16:00:00;17:30:00;25/10/2022;Sala de Aulas normal;C5.06
LCP;História Política Contemporânea de Portugal;02033TP01;CPB2, CPB1;40;Ter;16:00:00;17:30:00;18/10/2022;Sala de Aulas normal;C5.06
LCP;História Política Contemporânea de Portugal;02033TP01;CPB2, CPB1;40;Ter;16:00:00;17:30:00;11/10/2022;Sala de Aulas normal;C5.06
LCP;História Política Contemporânea de Portugal;02033TP01;CPB2, CPB1;40;Ter;16:00:00;17:30:00;04/10/2022;Sala de Aulas normal;C5.06
LCP;História Política Contemporânea de Portugal;02033TP01;CPB2, CPB1;40;Ter;16:00:00;17:30:00;27/09/2022;Sala de Aulas normal;C5.06
